timestamp,position
1766518771.107,0.0000
1766518771.207,0.0000
1766518771.307,0.0000
1766518771.407,0.0000
1766518771.508,0.0000
1766518771.608,0.0000
1766518771.709,0.0000
1766518771.809,0.0000
1766518771.909,0.0000
1766518772.009,0.0000
1766518772.109,0.0000
1766518772.210,0.0000
1766518772.310,0.0000
1766518772.410,0.0000
1766518772.510,0.0000
1766518772.610,0.0000
1766518772.710,0.0000
1766518772.811,0.0000
1766518772.911,0.0000
1766518773.011,0.0000
1766518773.111,0.0000
1766518773.211,0.0000
1766518773.311,0.0000
1766518773.411,0.0000
1766518773.511,0.0000
1766518773.611,0.0000
1766518773.711,0.0000
1766518773.812,0.0000
1766518773.912,0.0000
1766518774.013,0.0000
1766518774.113,0.0000
1766518774.213,0.0000
1766518774.313,0.0000
1766518774.414,0.0000
1766518774.514,0.0000
1766518774.614,0.0000
1766518774.714,0.0000
1766518774.814,0.0000
1766518774.915,0.0000
1766518775.015,0.0000
1766518775.115,0.0000
1766518775.215,0.0000
1766518775.315,0.0000
1766518775.416,0.0000
1766518775.516,0.0000
1766518775.616,0.0000
1766518775.716,0.0000
1766518775.816,0.0000
1766518775.917,0.0000
1766518776.017,0.0000
1766518776.117,0.0000
1766518776.217,0.0000
1766518776.318,0.0000
1766518776.418,0.0000
1766518776.518,0.0000
1766518776.618,0.0000
1766518776.718,0.0000
1766518776.818,0.0000
1766518776.919,0.0000
1766518777.019,0.0000
1766518777.119,0.0000
1766518777.219,0.0000
1766518777.319,0.0000
1766518777.419,0.0000
1766518777.520,0.0000
1766518777.620,0.0000
1766518777.720,0.0000
1766518777.820,0.0000
1766518777.920,0.0000
1766518778.020,0.0000
1766518778.121,0.0000
1766518778.222,0.0000
1766518778.322,0.0000
1766518778.422,0.0000
1766518778.522,0.0000
1766518778.622,0.0000
1766518778.722,0.0000
1766518778.822,0.0000
1766518778.922,0.0000
1766518779.022,0.0000
1766518779.123,0.0000
1766518779.223,0.0000
1766518779.323,0.0000
1766518779.423,0.0000
1766518779.523,0.0000
1766518779.623,0.0000
1766518779.723,0.0000
1766518779.824,0.0000
1766518779.924,0.0000
1766518780.024,0.0000
1766518780.124,0.0000
1766518780.225,0.0000
1766518780.325,0.0000
1766518780.425,0.0000
1766518780.525,0.0000
1766518780.625,0.0000
1766518780.725,0.0000
1766518780.825,0.0000
1766518780.925,0.0000
1766518781.025,0.0000
1766518781.125,0.0000
1766518781.226,0.0000
1766518781.326,0.0000
1766518781.426,0.0000
1766518781.526,0.0000
1766518781.626,0.0000
1766518781.726,0.0000
1766518781.828,0.0000
1766518781.928,0.0000
1766518782.028,0.0000
1766518782.128,0.0000
1766518782.228,0.0000
1766518782.329,0.0000
1766518782.429,0.0000
1766518782.529,0.0000
1766518782.629,0.0000
1766518782.729,0.0000
1766518782.829,0.0000
1766518782.929,0.0000
1766518783.030,0.0000
1766518783.130,0.0000
1766518783.230,0.0000
1766518783.330,0.0000
1766518783.430,0.0000
1766518783.530,0.0000
1766518783.631,0.0000
1766518783.731,0.0000
1766518783.831,0.0000
1766518783.932,0.0000
1766518784.032,0.0000
1766518784.132,0.0000
1766518784.232,0.0000
1766518784.332,0.0000
1766518784.432,0.0000
1766518784.532,0.0000
1766518784.632,0.0000
1766518784.732,0.0000
1766518784.832,0.0000
1766518784.933,0.0000
1766518785.033,0.0000
1766518785.133,0.0000
1766518785.233,0.0000
1766518785.333,0.0000
1766518785.433,0.0000
1766518785.538,0.0000
1766518785.638,0.0000
1766518785.738,0.0000
1766518785.838,0.0000
1766518785.938,0.0000
1766518786.038,0.0000
1766518786.138,0.0000
1766518786.238,0.0000
1766518786.338,0.0000
1766518786.439,0.0000
1766518786.540,0.0000
1766518786.640,0.0000
1766518786.740,0.0000
1766518786.840,0.0000
1766518786.941,0.0000
1766518787.041,0.0000
1766518787.141,0.0000
1766518787.241,0.0000
1766518787.341,0.0000
1766518787.443,0.0000
1766518787.543,0.0000
1766518787.643,0.0000
1766518787.743,0.0000
1766518787.843,0.0000
1766518787.943,0.0000
1766518788.044,0.0000
1766518788.144,0.0000
1766518788.244,0.0000
1766518788.344,0.0000
1766518788.444,0.0000
1766518788.545,0.0000
1766518788.645,0.0000
1766518788.745,0.0000
1766518788.845,0.0000
1766518788.945,0.0000
1766518789.045,0.0000
1766518789.146,0.0000
1766518789.246,0.0000
1766518789.346,0.0000
1766518789.446,0.0000
1766518789.546,0.0000
1766518789.646,0.0000
1766518789.747,0.0000
1766518789.847,0.0000
1766518789.947,0.0000
1766518790.049,0.0000
1766518790.149,0.0000
1766518790.249,0.0000
1766518790.349,0.0000
1766518790.449,0.0000
1766518790.549,0.0000
1766518790.650,0.0000
1766518790.750,0.0000
1766518790.850,0.0000
1766518790.950,0.0000
1766518791.051,0.0000
1766518791.151,0.0000
1766518791.251,0.0000
1766518791.351,0.0000
1766518791.451,0.0000
1766518791.552,0.0000
1766518791.652,0.0000
1766518791.753,0.0000
1766518791.853,0.0000
1766518791.953,0.0000
1766518792.054,0.0000
1766518792.154,0.0000
1766518792.254,0.0000
1766518792.354,0.0000
1766518792.454,0.0000
1766518792.555,0.0000
1766518792.656,0.0000
1766518792.756,0.0000
